comp,block,day,trial,plate,location,animal,stdate,time,dist,sex,line
1,1,1,1,A,c1-001,DM1001,21/06/2016,14:03:27,1873.7,F,304
1,1,1,1,A,c1-002,DM1002,21/06/2016,14:03:27,7044.9,F,357
1,1,1,1,A,c1-003,DM1003,21/06/2016,14:03:27,12887.8,M,301
1,1,1,1,A,c1-004,DM1004,21/06/2016,14:03:27,8982.6,M,437
1,1,1,1,A,c1-005,DM1005,21/06/2016,14:03:27,7106.5,M,304
1,1,1,1,A,c1-006,DM1006,21/06/2016,14:03:27,5927.5,F,313
1,1,1,1,A,c1-007,DM1007,21/06/2016,14:03:27,8131.6,F,437
1,1,1,1,A,c1-008,DM1008,21/06/2016,14:03:27,3030,M,730
1,1,1,1,A,c1-009,DM1009,21/06/2016,14:03:27,4864,M,730
1,1,1,1,A,c1-010,DM1010,21/06/2016,14:03:27,8198.3,M,25120
1,1,1,1,A,c1-011,DM1011,21/06/2016,14:03:27,5462.2,F,707
1,1,1,1,A,c1-012,DM1012,21/06/2016,14:03:27,6891.4,M,555
1,1,1,1,A,c1-013,DM1013,21/06/2016,14:03:27,1842,F,365
1,1,1,1,A,c1-014,DM1014,21/06/2016,14:03:27,6671,F,307
1,1,1,1,A,c1-015,DM1015,21/06/2016,14:03:27,4003.1,M,28138
1,1,1,1,A,c1-016,DM1016,21/06/2016,14:03:27,18409.5,F,28138
1,1,1,1,B,c2-001,DM2017,21/06/2016,14:03:27,6142.1,F,730
1,1,1,1,B,c2-002,DM2018,21/06/2016,14:03:27,10104.2,M,307
1,1,1,1,B,c2-003,DM2019,21/06/2016,14:03:27,7025.3,M,357
1,1,1,1,B,c2-004,DM2020,21/06/2016,14:03:27,10666.2,M,313
1,1,1,1,B,c2-005,DM2021,21/06/2016,14:03:27,6780.1,F,360
1,1,1,1,B,c2-006,DM2022,21/06/2016,14:03:27,7559.9,F,799
1,1,1,1,B,c2-007,DM2023,21/06/2016,14:03:27,5475,M,304
1,1,1,1,B,c2-008,DM2024,21/06/2016,14:03:27,4034,F,714
1,1,1,1,B,c2-009,DM2025,21/06/2016,14:03:27,1420.6,F,707
1,1,1,1,B,c2-010,DM2026,21/06/2016,14:03:27,4535.7,M,365
1,1,1,1,B,c2-011,DM2027,21/06/2016,14:03:27,2861.8,F,304
1,1,1,1,B,c2-012,DM2028,21/06/2016,14:03:27,7049.3,M,315
1,1,1,1,B,c2-013,DM2029,21/06/2016,14:03:27,11197.6,M,437
1,1,1,1,B,c2-014,DM2030,21/06/2016,14:03:27,8317.2,M,799
1,1,1,1,B,c2-015,DM2031,21/06/2016,14:03:27,10257.7,F,315
1,1,1,1,B,c2-016,DM2032,21/06/2016,14:03:27,8258.4,F,375
2,1,1,1,C,c1-001,DM3001,21/06/2016,14:05:47,4755.5,F,730
2,1,1,1,C,c1-002,DM3002,21/06/2016,14:05:47,8241.5,M,375
2,1,1,1,C,c1-003,DM3003,21/06/2016,14:05:47,13857.4,M,437
2,1,1,1,C,c1-004,DM3004,21/06/2016,14:05:47,8916.1,M,730
2,1,1,1,C,c1-005,DM3005,21/06/2016,14:05:47,12516.3,M,707
2,1,1,1,C,c1-006,DM3006,21/06/2016,14:05:47,9166,M,707
2,1,1,1,C,c1-007,DM3007,21/06/2016,14:05:47,10174.4,M,437
2,1,1,1,C,c1-008,DM3008,21/06/2016,14:05:47,16965.3,M,712
2,1,1,1,C,c1-009,DM3009,21/06/2016,14:05:47,8102.8,F,301
2,1,1,1,C,c1-010,DM3010,21/06/2016,14:05:47,9148.6,F,437
2,1,1,1,C,c1-011,DM3011,21/06/2016,14:05:47,10948.3,M,707
2,1,1,1,C,c1-012,DM3012,21/06/2016,14:05:47,2457.9,M,714
2,1,1,1,C,c1-013,DM3013,21/06/2016,14:05:47,7598.5,M,25120
2,1,1,1,C,c1-014,DM3014,21/06/2016,14:05:47,12007.9,M,705
2,1,1,1,C,c1-015,DM3015,21/06/2016,14:05:47,8345.6,F,705
2,1,1,1,C,c1-016,DM3016,21/06/2016,14:05:47,7821.8,F,707
2,1,1,1,D,c2-001,DM4017,21/06/2016,14:05:47,7569.8,F,707
2,1,1,1,D,c2-002,DM4018,21/06/2016,14:05:47,3160.2,F,379
2,1,1,1,D,c2-003,DM4019,21/06/2016,14:05:47,11095.6,M,707
2,1,1,1,D,c2-004,DM4020,21/06/2016,14:05:47,14972,M,756
2,1,1,1,D,c2-005,DM4021,21/06/2016,14:05:47,8329.5,F,25120
2,1,1,1,D,c2-006,DM4022,21/06/2016,14:05:47,8939.4,F,437
2,1,1,1,D,c2-007,DM4023,21/06/2016,14:05:47,7076.2,M,730
2,1,1,1,D,c2-008,DM4024,21/06/2016,14:05:47,10518.1,F,437
2,1,1,1,D,c2-009,DM4025,21/06/2016,14:05:47,6014.4,F,25120
2,1,1,1,D,c2-010,DM4026,21/06/2016,14:05:47,2888.4,F,555
2,1,1,1,D,c2-011,DM4027,21/06/2016,14:05:47,3439.2,M,379
2,1,1,1,D,c2-012,DM4028,21/06/2016,14:05:47,2398.2,F,730
2,1,1,1,D,c2-013,DM4029,21/06/2016,14:05:47,8474.6,F,712
2,1,1,1,D,c2-014,DM4030,21/06/2016,14:05:47,8556.8,F,756
2,1,1,1,D,c2-015,DM4031,21/06/2016,14:05:47,8718.7,M,360
2,1,1,1,D,c2-016,DM4032,21/06/2016,14:05:47,5412.2,F,730
1,1,1,2,E,c1-001,DM1001,21/06/2016,17:12:23,2643.6,F,313
1,1,1,2,E,c1-002,DM1002,21/06/2016,17:12:23,4145.7,F,25120
1,1,1,2,E,c1-003,DM1003,21/06/2016,17:12:23,3260.1,F,555
1,1,1,2,E,c1-004,DM1004,21/06/2016,17:12:23,9927.7,M,360
1,1,1,2,E,c1-005,DM1005,21/06/2016,17:12:23,1720.7,F,730
1,1,1,2,E,c1-006,DM1006,21/06/2016,17:12:23,10738.4,F,301
1,1,1,2,E,c1-007,DM1007,21/06/2016,17:12:23,6402.2,M,714
1,1,1,2,E,c1-008,DM1008,21/06/2016,17:12:23,7157,M,357
1,1,1,2,E,c1-009,DM1009,21/06/2016,17:12:23,6061.4,F,437
1,1,1,2,E,c1-010,DM1010,21/06/2016,17:12:23,13572,F,712
1,1,1,2,E,c1-011,DM1011,21/06/2016,17:12:23,11792.6,M,707
1,1,1,2,E,c1-012,DM1012,21/06/2016,17:12:23,13408.5,M,315
1,1,1,2,E,c1-013,DM1013,21/06/2016,17:12:23,1905.1,M,730
1,1,1,2,E,c1-014,DM1014,21/06/2016,17:12:23,8282.6,F,315
1,1,1,2,E,c1-015,DM1015,21/06/2016,17:12:23,2799.9,M,730
1,1,1,2,E,c1-016,DM1016,21/06/2016,17:12:23,3986.9,M,705
1,1,1,2,G,c2-001,DM2017,21/06/2016,17:12:23,1685.5,F,730
1,1,1,2,G,c2-002,DM2018,21/06/2016,17:12:23,5479.1,M,304
1,1,1,2,G,c2-003,DM2019,21/06/2016,17:12:23,5268.1,M,304
1,1,1,2,G,c2-004,DM2020,21/06/2016,17:12:23,10474.7,F,360
1,1,1,2,G,c2-005,DM2021,21/06/2016,17:12:23,5350,F,799
1,1,1,2,G,c2-006,DM2022,21/06/2016,17:12:23,1425.6,F,730
1,1,1,2,G,c2-007,DM2023,21/06/2016,17:12:23,7883.4,F,304
1,1,1,2,G,c2-008,DM2024,21/06/2016,17:12:23,5746.4,F,357
1,1,1,2,G,c2-009,DM2025,21/06/2016,17:12:23,8393.4,M,375
1,1,1,2,G,c2-010,DM2026,21/06/2016,17:12:23,9115.8,M,379
1,1,1,2,G,c2-011,DM2027,21/06/2016,17:12:23,12680.4,M,25120
1,1,1,2,G,c2-012,DM2028,21/06/2016,17:12:23,6383.7,F,714
1,1,1,2,G,c2-013,DM2029,21/06/2016,17:12:23,1216.5,F,730
1,1,1,2,G,c2-014,DM2030,21/06/2016,17:12:23,10020.1,M,301
1,1,1,2,G,c2-015,DM2031,21/06/2016,17:12:23,5748.8,M,307
1,1,1,2,G,c2-016,DM2032,21/06/2016,17:12:23,6462.4,F,307
2,1,1,2,H,c1-001,DM3001,21/06/2016,17:14:39,8518.2,M,301
2,1,1,2,H,c1-002,DM3002,21/06/2016,17:14:39,15979.3,M,313
2,1,1,2,H,c1-003,DM3003,21/06/2016,17:14:39,6407.3,M,28138
2,1,1,2,H,c1-004,DM3004,21/06/2016,17:14:39,6505.9,F,375
2,1,1,2,H,c1-005,DM3005,21/06/2016,17:14:39,8813.3,M,375
2,1,1,2,H,c1-006,DM3006,21/06/2016,17:14:39,11156.9,M,756
2,1,1,2,H,c1-007,DM3007,21/06/2016,17:14:39,8992.4,M,707
2,1,1,2,H,c1-008,DM3008,21/06/2016,17:14:39,4721.2,F,28138
2,1,1,2,H,c1-009,DM3009,21/06/2016,17:14:39,4697.9,F,304
2,1,1,2,H,c1-010,DM3010,21/06/2016,17:14:39,10087,F,379
2,1,1,2,H,c1-011,DM3011,21/06/2016,17:14:39,2437.2,M,25120
2,1,1,2,H,c1-012,DM3012,21/06/2016,17:14:39,9872.4,F,707
2,1,1,2,H,c1-013,DM3013,21/06/2016,17:14:39,8804.4,F,437
2,1,1,2,H,c1-014,DM3014,21/06/2016,17:14:39,7282.2,M,365
2,1,1,2,H,c1-015,DM3015,21/06/2016,17:14:39,6459.8,M,357
2,1,1,2,H,c1-016,DM3016,21/06/2016,17:14:39,8197.2,M,555
2,1,1,2,I,c2-001,DM4017,21/06/2016,17:14:39,7135.7,F,301
2,1,1,2,I,c2-002,DM4018,21/06/2016,17:14:39,9972.4,M,712
2,1,1,2,I,c2-003,DM4019,21/06/2016,17:14:39,4742.2,M,730
2,1,1,2,I,c2-004,DM4020,21/06/2016,17:14:39,8664.5,M,730
2,1,1,2,I,c2-005,DM4021,21/06/2016,17:14:39,4012.4,F,365
2,1,1,2,I,c2-006,DM4022,21/06/2016,17:14:39,6227.4,M,730
2,1,1,2,I,c2-007,DM4023,21/06/2016,17:14:39,8844.5,F,25120
2,1,1,2,I,c2-008,DM4024,21/06/2016,17:14:39,7556.3,F,357
2,1,1,2,I,c2-009,DM4025,21/06/2016,17:14:39,11518.7,F,705
2,1,1,2,I,c2-010,DM4026,21/06/2016,17:14:39,13660.7,M,437
2,1,1,2,I,c2-011,DM4027,21/06/2016,17:14:39,16183.7,M,437
2,1,1,2,I,c2-012,DM4028,21/06/2016,17:14:39,9200.2,F,730
2,1,1,2,I,c2-013,DM4029,21/06/2016,17:14:39,11178.2,F,756
2,1,1,2,I,c2-014,DM4030,21/06/2016,17:14:39,11226.6,F,707
2,1,1,2,I,c2-015,DM4031,21/06/2016,17:14:39,10251.7,M,799
2,1,1,2,I,c2-016,DM4032,21/06/2016,17:14:39,7722.3,F,375
1,1,2,1,A,c1-001,DM1001,22/06/2016,12:25:13,677.1,M,307
1,1,2,1,A,c1-002,DM1002,22/06/2016,12:25:13,8377.4,F,756
1,1,2,1,A,c1-003,DM1003,22/06/2016,12:25:13,5617.4,F,375
1,1,2,1,A,c1-004,DM1004,22/06/2016,12:25:13,4728,F,365
1,1,2,1,A,c1-005,DM1005,22/06/2016,12:25:13,8777.5,M,730
1,1,2,1,A,c1-006,DM1006,22/06/2016,12:25:13,3184.4,F,555
1,1,2,1,A,c1-007,DM1007,22/06/2016,12:25:13,5378,F,427
1,1,2,1,A,c1-008,DM1008,22/06/2016,12:25:13,15360.4,M,360
1,1,2,1,A,c1-009,DM1009,22/06/2016,12:25:13,4633.4,F,208
1,1,2,1,A,c1-010,DM1010,22/06/2016,12:25:13,9856.2,M,799
1,1,2,1,A,c1-011,DM1011,22/06/2016,12:25:13,9459.9,M,28139
1,1,2,1,A,c1-012,DM1012,22/06/2016,12:25:13,6239.7,F,427
1,1,2,1,A,c1-013,DM1013,22/06/2016,12:25:13,4677.2,F,379
1,1,2,1,A,c1-014,DM1014,22/06/2016,12:25:13,4941.8,M,714
1,1,2,1,A,c1-015,DM1015,22/06/2016,12:25:13,5801,F,28139
1,1,2,1,A,c1-016,DM1016,22/06/2016,12:25:13,4648.4,F,208
1,1,2,1,B,c2-001,DM2017,22/06/2016,12:25:13,13572.8,M,315
1,1,2,1,B,c2-002,DM2018,22/06/2016,12:25:13,3297.2,F,380
1,1,2,1,B,c2-003,DM2019,22/06/2016,12:25:13,5453,F,712
1,1,2,1,B,c2-004,DM2020,22/06/2016,12:25:13,11087,M,517
1,1,2,1,B,c2-005,DM2021,22/06/2016,12:25:13,1719.2,F,730
1,1,2,1,B,c2-006,DM2022,22/06/2016,12:25:13,10690.3,M,28138
1,1,2,1,B,c2-007,DM2023,22/06/2016,12:25:13,10429,F,324
1,1,2,1,B,c2-008,DM2024,22/06/2016,12:25:13,6407.8,M,324
1,1,2,1,B,c2-009,DM2025,22/06/2016,12:25:13,6000.7,F,307
1,1,2,1,B,c2-010,DM2026,22/06/2016,12:25:13,5483.2,F,28139
1,1,2,1,B,c2-011,DM2027,22/06/2016,12:25:13,8866.2,M,712
1,1,2,1,B,c2-012,DM2028,22/06/2016,12:25:13,6303.9,F,799
1,1,2,1,B,c2-013,DM2029,22/06/2016,12:25:13,9656.7,F,315
1,1,2,1,B,c2-014,DM2030,22/06/2016,12:25:13,9173.6,M,427
1,1,2,1,B,c2-015,DM2031,22/06/2016,12:25:13,6773.4,F,208
1,1,2,1,B,c2-016,DM2032,22/06/2016,12:25:13,8608.4,M,313
2,1,2,1,C,c1-001,DM3001,22/06/2016,12:27:36,10442.8,M,301
2,1,2,1,C,c1-002,DM3002,22/06/2016,12:27:36,10454.9,F,25120
2,1,2,1,C,c1-003,DM3003,22/06/2016,12:27:37,9781,M,208
2,1,2,1,C,c1-004,DM3004,22/06/2016,12:27:37,7546.8,F,313
2,1,2,1,C,c1-005,DM3005,22/06/2016,12:27:37,4885.9,M,379
2,1,2,1,C,c1-006,DM3006,22/06/2016,12:27:37,7492.9,M,357
2,1,2,1,C,c1-007,DM3007,22/06/2016,12:27:37,7396.9,M,357
2,1,2,1,C,c1-008,DM3008,22/06/2016,12:27:37,4044.3,F,486
2,1,2,1,C,c1-009,DM3009,22/06/2016,12:27:37,7904.2,F,517
2,1,2,1,C,c1-010,DM3010,22/06/2016,12:27:37,4534.1,F,357
2,1,2,1,C,c1-011,DM3011,22/06/2016,12:27:37,7102.6,M,555
2,1,2,1,C,c1-012,DM3012,22/06/2016,12:27:37,9548.6,M,730
2,1,2,1,C,c1-013,DM3013,22/06/2016,12:27:37,12106.9,M,375
2,1,2,1,C,c1-014,DM3014,22/06/2016,12:27:37,8622.4,M,208
2,1,2,1,C,c1-015,DM3015,22/06/2016,12:27:37,6963.3,M,380
2,1,2,1,C,c1-016,DM3016,22/06/2016,12:27:37,6127.6,F,357
2,1,2,1,D,c2-001,DM4017,22/06/2016,12:27:37,4757.5,M,380
2,1,2,1,D,c2-002,DM4018,22/06/2016,12:27:37,8169.3,F,705
2,1,2,1,D,c2-003,DM4019,22/06/2016,12:27:37,6362.1,M,365
2,1,2,1,D,c2-004,DM4020,22/06/2016,12:27:37,4176.3,F,730
2,1,2,1,D,c2-005,DM4021,22/06/2016,12:27:37,12076,M,756
2,1,2,1,D,c2-006,DM4022,22/06/2016,12:27:37,10395.4,M,427
2,1,2,1,D,c2-007,DM4023,22/06/2016,12:27:37,5832.9,F,714
2,1,2,1,D,c2-008,DM4024,22/06/2016,12:27:37,14599.4,M,705
2,1,2,1,D,c2-009,DM4025,22/06/2016,12:27:37,1986.2,M,28139
2,1,2,1,D,c2-010,DM4026,22/06/2016,12:27:37,10431.1,M,25120
2,1,2,1,D,c2-011,DM4027,22/06/2016,12:27:37,6619.9,F,28138
2,1,2,1,D,c2-012,DM4028,22/06/2016,12:27:37,4112.9,F,360
2,1,2,1,D,c2-013,DM4029,22/06/2016,12:27:37,7821.5,M,486
2,1,2,1,D,c2-014,DM4030,22/06/2016,12:27:37,1467.8,F,730
2,1,2,1,D,c2-015,DM4031,22/06/2016,12:27:37,843.8,M,730
2,1,2,1,D,c2-016,DM4032,22/06/2016,12:27:37,8520.2,F,301
1,1,2,2,E,c1-001,DM1001,22/06/2016,16:50:53,5626.5,M,208
1,1,2,2,E,c1-002,DM1002,22/06/2016,16:50:53,9166.1,F,517
1,1,2,2,E,c1-003,DM1003,22/06/2016,16:50:53,3515.1,F,357
1,1,2,2,E,c1-004,DM1004,22/06/2016,16:50:53,5845.5,M,208
1,1,2,2,E,c1-005,DM1005,22/06/2016,16:50:53,7787.2,F,705
1,1,2,2,E,c1-006,DM1006,22/06/2016,16:50:53,13086.8,M,799
1,1,2,2,E,c1-007,DM1007,22/06/2016,16:50:53,6778.4,F,324
1,1,2,2,E,c1-008,DM1008,22/06/2016,16:50:53,2201.4,F,304
1,1,2,2,E,c1-009,DM1009,22/06/2016,16:50:53,2166.8,M,730
1,1,2,2,E,c1-010,DM1010,22/06/2016,16:50:53,6849.4,F,379
1,1,2,2,E,c1-011,DM1011,22/06/2016,16:50:53,11612.4,M,427
1,1,2,2,E,c1-012,DM1012,22/06/2016,16:50:53,8421.2,F,307
1,1,2,2,E,c1-013,DM1013,22/06/2016,16:50:53,9501.5,M,517
1,1,2,2,E,c1-014,DM1014,22/06/2016,16:50:53,7548,M,714
1,1,2,2,E,c1-015,DM1015,22/06/2016,16:50:53,6183,F,28138
1,1,2,2,E,c1-016,DM1016,22/06/2016,16:50:53,6546.8,F,360
1,1,2,2,G,c2-001,DM2017,22/06/2016,16:50:53,5351.5,M,379
1,1,2,2,G,c2-002,DM2018,22/06/2016,16:50:53,5119.5,F,714
1,1,2,2,G,c2-003,DM2019,22/06/2016,16:50:53,5576.9,F,375
1,1,2,2,G,c2-004,DM2020,22/06/2016,16:50:53,12179.2,M,315
1,1,2,2,G,c2-005,DM2021,22/06/2016,16:50:53,4066.1,F,555
1,1,2,2,G,c2-006,DM2022,22/06/2016,16:50:54,9660.6,M,28139
1,1,2,2,G,c2-007,DM2023,22/06/2016,16:50:54,5125.7,F,712
1,1,2,2,G,c2-008,DM2024,22/06/2016,16:50:54,8602.2,M,380
1,1,2,2,G,c2-009,DM2025,22/06/2016,16:50:54,9674.5,M,375
1,1,2,2,G,c2-010,DM2026,22/06/2016,16:50:54,8946.7,M,301
1,1,2,2,G,c2-011,DM2027,22/06/2016,16:50:54,8397.8,F,756
1,1,2,2,G,c2-012,DM2028,22/06/2016,16:50:54,5579.6,M,555
1,1,2,2,G,c2-013,DM2029,22/06/2016,16:50:54,2056.5,F,730
1,1,2,2,G,c2-014,DM2030,22/06/2016,16:50:54,2180.5,M,304
1,1,2,2,G,c2-015,DM2031,22/06/2016,16:50:54,11598.6,M,712
1,1,2,2,G,c2-016,DM2032,22/06/2016,16:50:54,1288.5,M,730
2,1,2,2,H,c1-001,DM3001,22/06/2016,16:53:19,8475.3,M,28139
2,1,2,2,H,c1-002,DM3002,22/06/2016,16:53:19,6580.5,F,28139
2,1,2,2,H,c1-003,DM3003,22/06/2016,16:53:19,6396.7,M,365
2,1,2,2,H,c1-004,DM3004,22/06/2016,16:53:19,8963.2,F,301
2,1,2,2,H,c1-005,DM3005,22/06/2016,16:53:19,5629.5,F,380
2,1,2,2,H,c1-006,DM3006,22/06/2016,16:53:19,5101.4,F,380
2,1,2,2,H,c1-007,DM3007,22/06/2016,16:53:19,1493.7,F,730
2,1,2,2,H,c1-008,DM3008,22/06/2016,16:53:19,3539.4,M,357
2,1,2,2,H,c1-009,DM3009,22/06/2016,16:53:19,8289.1,F,208
2,1,2,2,H,c1-010,DM3010,22/06/2016,16:53:19,9323.5,F,315
2,1,2,2,H,c1-011,DM3011,22/06/2016,16:53:19,4091,F,427
2,1,2,2,H,c1-012,DM3012,22/06/2016,16:53:19,5911.4,M,486
2,1,2,2,H,c1-013,DM3013,22/06/2016,16:53:19,9236.4,M,427
2,1,2,2,H,c1-014,DM3014,22/06/2016,16:53:19,7978.6,F,799
2,1,2,2,H,c1-015,DM3015,22/06/2016,16:53:19,11880.7,M,324
2,1,2,2,H,c1-016,DM3016,22/06/2016,16:53:19,11354.1,M,313
2,1,2,2,I,c2-001,DM4017,22/06/2016,16:53:19,7726.3,F,365
2,1,2,2,I,c2-002,DM4018,22/06/2016,16:53:19,8825.5,F,427
2,1,2,2,I,c2-003,DM4019,22/06/2016,16:53:19,13567.5,F,25120
2,1,2,2,I,c2-004,DM4020,22/06/2016,16:53:19,11076.6,M,357
2,1,2,2,I,c2-005,DM4021,22/06/2016,16:53:19,13122.6,M,25120
2,1,2,2,I,c2-006,DM4022,22/06/2016,16:53:19,10755.5,F,28139
2,1,2,2,I,c2-007,DM4023,22/06/2016,16:53:19,12201.9,M,360
2,1,2,2,I,c2-008,DM4024,22/06/2016,16:53:19,17718.4,M,756
2,1,2,2,I,c2-009,DM4025,22/06/2016,16:53:19,11212.4,M,28138
2,1,2,2,I,c2-010,DM4026,22/06/2016,16:53:19,8309.7,F,357
2,1,2,2,I,c2-011,DM4027,22/06/2016,16:53:19,8865,F,313
2,1,2,2,I,c2-012,DM4028,22/06/2016,16:53:19,11449.8,M,380
2,1,2,2,I,c2-013,DM4029,22/06/2016,16:53:19,15795,M,705
2,1,2,2,I,c2-014,DM4030,22/06/2016,16:53:19,10434.2,F,208
2,1,2,2,I,c2-015,DM4031,22/06/2016,16:53:19,11854.4,M,307
2,1,2,2,I,c2-016,DM4032,22/06/2016,16:53:19,8777.8,F,486
1,1,4,1,A,c1-001,DM1001,24/06/2016,11:35:12,3639.5,F,307
1,1,4,1,A,c1-002,DM1002,24/06/2016,11:35:12,4772.6,F,379
1,1,4,1,A,c1-003,DM1003,24/06/2016,11:35:12,6102.3,M,28138
1,1,4,1,A,c1-004,DM1004,24/06/2016,11:35:12,7977,M,324
1,1,4,1,A,c1-005,DM1005,24/06/2016,11:35:12,6877.6,F,324
1,1,4,1,A,c1-006,DM1006,24/06/2016,11:35:12,9295.7,M,208
1,1,4,1,A,c1-007,DM1007,24/06/2016,11:35:12,6409.8,M,730
1,1,4,1,A,c1-008,DM1008,24/06/2016,11:35:12,4050,F,365
1,1,4,1,A,c1-009,DM1009,24/06/2016,11:35:12,7759.9,F,517
1,1,4,1,A,c1-010,DM1010,24/06/2016,11:35:12,9043.9,F,517
1,1,4,1,A,c1-011,DM1011,24/06/2016,11:35:12,6156.9,M,307
1,1,4,1,A,c1-012,DM1012,24/06/2016,11:35:12,5041,M,714
1,1,4,1,A,c1-013,DM1013,24/06/2016,11:35:12,10871,M,391
1,1,4,1,A,c1-014,DM1014,24/06/2016,11:35:12,2084,F,730
1,1,4,1,A,c1-015,DM1015,24/06/2016,11:35:12,9659.5,M,712
1,1,4,1,A,c1-016,DM1016,24/06/2016,11:35:12,6974.6,M,208
1,1,4,1,B,c2-001,DM2017,24/06/2016,11:35:12,10440,M,799
1,1,4,1,B,c2-002,DM2018,24/06/2016,11:35:12,10884.5,F,25120
1,1,4,1,B,c2-003,DM2019,24/06/2016,11:35:12,4355.7,F,756
1,1,4,1,B,c2-004,DM2020,24/06/2016,11:35:12,7773.1,F,357
1,1,4,1,B,c2-005,DM2021,24/06/2016,11:35:13,9807.2,M,301
1,1,4,1,B,c2-006,DM2022,24/06/2016,11:35:13,1562.2,M,730
1,1,4,1,B,c2-007,DM2023,24/06/2016,11:35:13,6067.4,M,25120
1,1,4,1,B,c2-008,DM2024,24/06/2016,11:35:13,6235.8,F,28138
1,1,4,1,B,c2-009,DM2025,24/06/2016,11:35:13,6175.7,F,375
1,1,4,1,B,c2-010,DM2026,24/06/2016,11:35:13,8443.3,F,391
1,1,4,1,B,c2-011,DM2027,24/06/2016,11:35:13,8628.6,M,517
1,1,4,1,B,c2-012,DM2028,24/06/2016,11:35:13,6219.6,F,360
1,1,4,1,B,c2-013,DM2029,24/06/2016,11:35:13,6821.5,M,304
1,1,4,1,B,c2-014,DM2030,24/06/2016,11:35:13,3871.4,F,335
1,1,4,1,B,c2-015,DM2031,24/06/2016,11:35:13,9725.4,M,335
1,1,4,1,B,c2-016,DM2032,24/06/2016,11:35:13,9091.7,M,375
2,1,4,1,C,c1-001,DM3001,24/06/2016,11:37:39,2237.5,F,730
2,1,4,1,C,c1-002,DM3002,24/06/2016,11:37:39,3205.1,F,555
2,1,4,1,C,c1-003,DM3003,24/06/2016,11:37:39,2658.9,F,335
2,1,4,1,C,c1-004,DM3004,24/06/2016,11:37:39,8346.7,M,365
2,1,4,1,C,c1-005,DM3005,24/06/2016,11:37:39,6175.8,F,208
2,1,4,1,C,c1-006,DM3006,24/06/2016,11:37:39,15119.6,F,313
2,1,4,1,C,c1-007,DM3007,24/06/2016,11:37:39,6754.2,F,730
2,1,4,1,C,c1-008,DM3008,24/06/2016,11:37:39,9400.6,F,712
